record_id,subset
A4626,val_tune
A4627,train
A4628,train
A4629,train
A4630,train
A4631,train
A4632,val_tune
A4633,train
A4634,val_tune
A4635,train
A4636,val_tune
A4637,val_tune
A4638,val_tune
A4639,train
A4640,val_tune
A4641,val_tune
A4642,train
A4643,train
A4644,train
A4645,val_tune
A4646,train
A4647,train
A4648,train
A4649,train
A4650,val_tune
A4651,train
A4652,train
A4653,train
A4654,val_tune
A4655,train
A4656,train
A4657,val_tune
A4658,train
A4659,train
A4660,train
A4661,train
A4662,train
A4663,val_tune
A4664,val_tune
A4665,train
A4666,train
A4667,val_tune
A4668,train
A4669,train
A4670,val_tune
A4671,val_tune
A4672,train
A4673,train
A4674,train
A4675,train
A4676,val_tune
A4677,train
A4678,train
A4679,train
A4680,val_tune
A4681,val_tune
A4682,train
A4683,val_tune
A4684,train
A4685,val_tune
A4686,train
A4687,train
A4688,train
A4689,train
A4690,val_tune
A4691,val_tune
A4692,train
A4693,val_tune
A4694,train
A4695,train
A4696,train
A4697,val_tune
A4698,train
A4699,val_tune
A4700,train
A4701,val_tune
A4702,train
A4703,val_tune
A4704,train
A4705,val_tune
A4706,val_tune
A4707,train
A4708,val_tune
A4709,train
A4710,train
A4711,train
A4712,val_tune
A4713,train
A4714,train
A4715,train
A4716,train
A4717,train
A4718,val_tune
A4719,train
A4720,train
A4721,val_tune
A4722,train
A4723,train
A4724,train
A4725,val_tune
A4726,train
A4727,train
A4728,val_tune
A4729,val_tune
A4730,val_tune
A4731,train
A4732,train
A4733,train
A4734,train
A4735,val_tune
A4736,val_tune
A4737,val_tune
A4738,train
A4739,val_tune
A4740,train
A4741,train
A4742,train
A4743,train
A4744,val_tune
A4745,train
A4746,val_tune
A4747,train
A4748,val_tune
A4749,val_tune
A4750,train
A4751,train
A4752,val_tune
A4753,train
A4754,val_tune
A4755,val_tune
A4756,train
A4757,train
A4758,train
A4759,val_tune
A4760,train
A4761,train
A4762,val_tune
A4763,val_tune
A4764,val_tune
A4765,train
A4766,train
A4767,val_tune
A4768,val_tune
A4769,val_tune
A4770,train
A4771,val_tune
A4772,train
A4773,train
A4774,val_tune
A4775,train
A4776,val_tune
A4777,val_tune
A4778,val_tune
A4779,train
A4780,train
A4781,val_tune
A4782,val_select
A4783,train
A4784,train
A4785,train
A4786,train
A4787,val_tune
A4788,val_tune
A4789,train
A4790,val_tune
A4791,train
A4792,val_tune
A4793,train
A4794,val_tune
A4795,val_tune
A4796,train
A4797,val_tune
A4798,train
A4799,train
A4800,val_tune
A4801,train
A4802,train
A4803,val_tune
A4804,val_tune
A4805,val_tune
A4806,train
A4807,val_tune
A4808,val_tune
A4809,train
A4810,val_tune
A4811,train
A4812,test
A4813,train
A4814,train
A4815,train
A4816,val_tune
A4817,train
A4818,val_tune
A4819,train
A4820,val_tune
A4821,train
A4822,train
A4823,val_tune
A4824,val_tune
A4825,train
A4826,val_tune
A4827,val_tune
A4828,train
A4829,train
A4830,train
A4831,train
A4832,val_tune
A4833,train
A4834,train
A4835,val_tune
A4836,val_tune
A4837,train
A4838,train
A4839,val_tune
A4840,train
A4841,val_tune
A4842,val_tune
A4843,train
A4844,val_tune
A4845,train
A4846,val_tune
A4847,val_tune
A4848,train
A4849,val_tune
A4850,val_tune
A4851,val_tune
A4852,train
A4853,train
A4854,train
A4855,train
A4856,train
A4857,train
A4858,val_tune
A4859,val_tune
A4860,val_tune
A4861,val_tune
A4862,val_tune
A4863,val_tune
A4864,train
A4865,train
A4866,train
A4867,train
A4868,val_tune
A4869,train
A4870,train
A4871,val_tune
A4872,train
A4873,train
A4874,train
A4875,val_tune
A4876,train
A4877,val_tune
A4878,train
A4879,train
A4880,val_tune
A4881,val_tune
A4882,train
A4883,val_tune
A4884,val_tune
A4885,val_tune
A4886,val_tune
A4887,train
A4888,train
A4889,val_tune
A4890,train
A4891,val_tune
A4892,train
A4893,train
A4894,val_tune
A4895,val_tune
A4896,train
A4897,train
A4898,train
A4899,val_tune
A4900,train
A4901,val_tune
A4902,val_tune
A4903,val_tune
A4904,train
A4905,val_tune
A4906,val_tune
A4907,train
A4908,train
A4909,train
A4910,train
A4911,val_tune
A4912,train
A4913,val_tune
A4914,val_tune
A4915,train
A4916,train
A4917,val_tune
A4918,train
A4919,train
A4920,val_tune
A4921,train
A4922,val_tune
A4923,train
A4924,val_tune
A4925,val_tune
A4926,train
A4927,train
A4928,val_tune
A4929,val_tune
A4930,train
A4931,train
A4932,train
A4933,val_tune
A4934,val_tune
A4935,val_select
A4936,val_tune
A4937,val_tune
A4938,train
A4939,train
A4940,val_tune
A4941,val_tune
A4942,train
A4943,val_tune
A4944,train
A4945,train
A4946,val_tune
A4947,train
A4948,test
A4949,val_tune
A4950,train
A4951,train
A4952,val_tune
A4953,train
A4954,val_tune
A4955,train
A4956,val_tune
A4957,train
A4958,val_tune
A4959,train
A4960,train
A4961,train
A4962,val_tune
A4963,val_tune
A4964,train
A4965,train
A4966,val_tune
A4967,train
A4968,val_tune
A4969,val_tune
A4970,train
A4971,train
A4972,val_tune
A4973,train
A4974,train
A4975,val_tune
A4976,val_tune
A4977,val_tune
A4978,train
A4979,val_tune
A4980,val_tune
A4981,train
A4982,train
A4983,train
A4984,train
A4985,val_tune
A4986,train
A4987,val_tune
A4988,val_tune
A4989,train
A4990,train
A4991,train
A4992,train
A4993,train
A4994,val_tune
A4995,val_tune
A4996,train
A4997,val_tune
A4998,train
A4999,val_tune
A5000,train
A5001,train
A5002,val_tune
A5003,train
A5004,train
A5005,val_tune
A5006,train
A5007,val_tune
A5008,val_tune
A5009,train
A5010,train
A5011,train
A5012,train
A5013,val_tune
A5014,val_tune
A5015,val_tune
A5016,train
A5017,train
A5018,train
A5019,val_tune
A5020,val_tune
A5021,val_tune
A5022,train
A5023,train
A5024,train
A5025,val_tune
A5026,val_tune
A5027,train
A5028,val_tune
A5029,train
A5030,val_tune
A5031,train
A5032,val_tune
A5033,val_tune
A5034,train
A5035,train
A5036,train
A5037,train
A5038,val_tune
A5039,train
A5040,val_tune
A5041,val_tune
A5042,train
A5043,val_tune
A5044,train
A5045,val_tune
A5046,train
A5047,train
A5048,train
A5049,train
A5050,val_tune
A5051,train
A5052,train
A5053,train
A5054,val_tune
A5055,val_tune
A5056,train
A5057,val_tune
A5058,train
A5059,val_tune
A5060,train
A5061,train
A5062,val_tune
A5063,val_tune
A5064,train
A5065,val_tune
A5066,val_tune
A5067,train
A5068,val_tune
A5069,train
A5070,val_tune
A5071,train
A5072,val_tune
A5073,train
A5074,train
A5075,val_tune
A5076,train
A5077,train
A5078,val_tune
A5079,train
A5080,val_tune
A5081,val_tune
A5082,train
A5083,train
A5084,val_tune
A5085,train
A5086,val_tune
A5087,train
A5088,train
A5089,train
A5090,train
A5091,train
A5092,val_tune
A5093,train
A5094,val_tune
A5095,train
A5096,val_tune
A5097,val_tune
A5098,val_tune
A5099,train
A5100,train
A5101,train
A5102,val_tune
A5103,train
A5104,train
A5105,val_tune
A5106,val_select
A5107,val_tune
A5108,train
A5109,train
A5110,val_tune
A5111,train
A5112,train
A5113,train
A5114,val_tune
A5115,train
A5116,val_tune
A5117,train
A5118,train
A5119,val_tune
A5120,val_tune
A5121,train
A5122,val_tune
A5123,val_tune
A5124,train
A5125,train
A5126,train
A5127,train
A5128,val_tune
A5129,train
A5130,val_tune
A5131,val_tune
A5132,train
A5133,train
A5134,val_tune
A5135,train
A5136,val_tune
A5137,val_tune
A5138,train
A5139,val_tune
A5140,train
A5141,train
A5142,train
A5143,train
A5144,val_tune
A5145,train
A5146,train
A5147,train
A5148,train
A5149,val_tune
A5150,train
A5151,val_tune
A5152,train
A5153,val_select
A5154,val_tune
A5155,train
A5156,val_tune
A5157,val_tune
A5158,train
A5159,train
A5160,test
A5161,val_tune
A5162,train
A5163,val_tune
A5164,val_tune
A5165,val_tune
A5166,val_tune
A5167,train
A5168,train
A5169,train
A5170,train
A5171,val_tune
A5172,train
A5173,val_tune
A5174,val_tune
A5175,val_tune
A5176,val_tune
A5177,train
A5178,train
A5179,val_tune
A5180,train
A5181,train
A5182,train
A5183,val_tune
A5184,train
A5185,val_select
A5186,val_tune
A5187,train
A5188,train
A5189,test
A5190,train
A5191,train
A5192,train
A5193,train
A5194,train
A5195,val_tune
A5196,val_tune
A5197,val_tune
A5198,val_tune
A5199,val_tune
A5200,val_tune
A5201,val_tune
A5202,train
A5203,val_select
A5204,test
A5205,train
A5206,val_tune
A5207,train
A5208,train
A5209,train
A5210,train
A5211,train
A5212,train
A5213,val_select
A5214,train
A5215,train
A5216,val_tune
A5217,val_tune
A5218,val_tune
A5219,train
A5220,val_tune
A5221,val_tune
A5222,train
A5223,val_tune
A5224,test
A5225,train
A5226,train
A5227,val_tune
A5228,val_tune
A5229,train
A5230,train
A5231,train
A5232,train
A5233,val_tune
A5234,val_select
A5235,test
A5236,val_tune
A5237,val_tune
A5238,train
A5239,train
A5240,val_tune
A5241,val_tune
A5242,val_tune
A5243,train
A5244,train
A5245,val_select
A5246,test
A5247,val_tune
A5248,val_tune
A5249,val_tune
A5250,train
A5251,train
A5252,train
A5253,train
A5254,train
A5255,val_select
A5256,train
A5257,val_tune
A5258,train
A5259,train
A5260,test
A5261,val_tune
A5262,val_tune
A5263,train
A5264,val_tune
A5265,val_tune
A5266,val_tune
A5267,train
A5268,train
A5269,train
A5270,val_select
A5271,test
A5272,val_tune
A5273,val_tune
A5274,train
A5275,val_select
A5276,val_tune
A5277,train
A5278,train
A5279,test
A5280,train
A5281,val_select
A5282,train
A5283,test
A5284,test
A5285,val_tune
A5286,val_tune
A5287,val_tune
A5288,train
A5289,val_tune
A5290,train
A5291,val_select
A5292,test
A5293,val_tune
A5294,train
A5295,train
A5296,train
A5297,val_tune
A5298,val_tune
A5299,val_tune
A5300,train
A5301,val_select
A5302,train
A5303,val_tune
A5304,train
A5305,test
A5306,val_tune
A5307,train
A5308,train
A5309,train
A5310,train
A5311,val_tune
A5312,val_tune
A5313,train
A5314,train
A5315,val_select
A5316,val_tune
A5317,test
A5318,train
A5319,val_select
A5320,val_tune
A5321,val_select
A5322,train
A5323,train
A5324,val_tune
A5325,val_select
A5326,test
A5327,train
A5328,val_tune
A5329,train
A5330,val_tune
A5331,val_select
A5332,train
A5333,test
A5334,test
A5335,val_tune
A5336,train
A5337,train
A5338,val_select
A5339,test
A5340,train
A5341,test
A5342,val_tune
A5343,train
A5344,val_tune
A5345,val_tune
A5346,train
A5347,val_select
A5348,test
A5349,val_tune
A5350,train
A5351,val_select
A5352,val_tune
A5353,val_tune
A5354,val_select
A5355,val_tune
A5356,val_select
A5357,test
A5358,train
A5359,train
A5360,val_tune
A5361,val_tune
A5362,train
A5363,val_select
A5364,train
A5365,test
A5366,val_tune
A5367,train
A5368,val_tune
A5369,train
A5370,val_select
A5371,train
A5372,val_tune
A5373,val_tune
A5374,val_select
A5375,train
A5376,test
A5377,train
A5378,train
A5379,test
A5380,val_tune
A5381,train
A5382,val_select
A5383,val_tune
A5384,test
A5385,test
A5386,train
A5387,val_tune
A5388,train
A5389,train
A5390,train
A5391,val_tune
A5392,train
A5393,val_tune
A5394,train
A5395,val_select
A5396,val_tune
A5397,val_select
A5398,test
A5399,val_tune
A5400,train
A5401,val_tune
A5402,test
A5403,train
A5404,val_select
A5405,val_tune
A5406,test
A5407,val_tune
A5408,train
A5409,val_tune
A5410,val_select
A5411,train
A5412,train
A5413,train
A5414,val_tune
A5415,train
A5416,train
A5417,val_tune
A5418,val_tune
A5419,val_tune
A5420,train
A5421,val_select
A5422,train
A5423,train
A5424,val_select
A5425,val_select
A5426,test
A5427,val_tune
A5428,train
A5429,val_tune
A5430,val_tune
A5431,val_tune
A5432,test
A5433,test
A5434,val_select
A5435,val_tune
A5436,train
A5437,train
A5438,val_tune
A5439,val_select
A5440,train
A5441,train
A5442,val_select
A5443,train
A5444,test
A5445,train
A5446,val_tune
A5447,train
A5448,val_select
A5449,val_tune
A5450,test
A5451,test
A5452,train
A5453,train
A5454,test
A5455,val_tune
A5456,train
A5457,val_select
A5458,val_select
A5459,test
A5460,val_tune
A5461,test
A5462,train
A5463,test
A5464,val_tune
A5465,val_tune
A5466,test
A5467,train
A5468,val_tune
A5469,val_tune
A5470,train
A5471,train
A5472,val_select
A5473,test
A5474,train
A5475,val_tune
A5476,train
A5477,val_select
A5478,val_tune
A5479,val_select
A5480,val_select
A5481,test
A5482,val_tune
A5483,test
A5484,val_tune
A5485,val_select
A5486,train
A5487,val_tune
A5488,train
A5489,train
A5490,val_select
A5491,test
A5492,test
A5493,val_select
A5494,train
A5495,train
A5496,val_select
A5497,train
A5498,test
A5499,val_tune
A5500,val_select
A5501,val_tune
A5502,test
A5503,val_select
A5504,val_tune
A5505,train
A5506,test
A5507,test
A5508,train
A5509,train
A5510,val_select
A5511,val_tune
A5512,val_tune
A5513,test
A5514,val_select
A5515,test
A5516,val_select
A5517,train
A5518,val_tune
A5519,train
A5520,val_tune
A5521,val_select
A5522,val_select
A5523,train
A5524,test
A5525,test
A5526,test
A5527,train
A5528,train
A5529,train
A5530,val_tune
A5531,val_tune
A5532,val_tune
A5533,val_select
A5534,test
A5535,train
A5536,train
A5537,val_select
A5538,train
A5539,val_tune
A5540,val_select
A5541,test
A5542,val_select
A5543,val_tune
A5544,val_select
A5545,train
A5546,test
A5547,val_select
A5548,train
A5549,val_select
A5550,train
A5551,test
A5552,val_tune
A5553,test
A5554,val_select
A5555,val_tune
A5556,test
A5557,val_tune
A5558,val_tune
A5559,val_select
A5560,test
A5561,test
A5562,train
A5563,val_select
A5564,val_tune
A5565,val_select
A5566,test
A5567,test
A5568,train
A5569,val_tune
A5570,val_tune
A5571,train
A5572,val_tune
A5573,test
A5574,val_select
A5575,train
A5576,train
A5577,val_select
A5578,train
A5579,train
A5580,test
A5581,train
A5582,val_select
A5583,train
A5584,val_tune
A5585,test
A5586,val_select
A5587,val_select
A5588,test
A5589,train
A5590,train
A5591,train
A5592,test
A5593,train
A5594,test
A5595,train
A5596,val_tune
A5597,train
A5598,val_tune
A5599,test
A5600,val_tune
A5601,val_tune
A5602,train
A5603,val_select
A5604,val_select
A5605,val_tune
A5606,val_select
A5607,val_tune
A5608,train
A5609,train
A5610,val_select
A5611,test
A5612,val_select
A5613,val_select
A5614,train
A5615,val_tune
A5616,test
A5617,train
A5618,val_select
A5619,test
A5620,val_tune
A5621,val_tune
A5622,test
A5623,test
A5624,train
A5625,test
A5626,val_tune
A5627,train
A5628,val_tune
A5629,val_select
A5630,test
A5631,train
A5632,train
A5633,val_select
A5634,train
A5635,train
A5636,val_select
A5637,val_tune
A5638,train
A5639,val_tune
A5640,val_select
A5641,val_tune
A5642,test
A5643,train
A5644,test
A5645,val_select
A5646,test
A5647,val_tune
A5648,test
A5649,test
A5650,train
A5651,train
A5652,val_tune
A5653,val_tune
A5654,val_select
A5655,val_select
A5656,train
A5657,val_tune
A5658,test
A5659,val_select
A5660,train
A5661,test
A5662,val_select
A5663,test
A5664,test
A5665,val_select
A5666,train
A5667,val_tune
A5668,val_tune
A5669,val_tune
A5670,train
A5671,val_select
A5672,train
A5673,train
A5674,val_select
A5675,train
A5676,test
A5677,train
A5678,train
A5679,val_tune
A5680,val_select
A5681,train
A5682,val_tune
A5683,train
A5684,train
A5685,val_select
A5686,test
A5687,val_select
A5688,val_select
A5689,train
A5690,test
A5691,val_tune
A5692,test
A5693,test
A5694,val_tune
A5695,val_tune
A5696,val_select
A5697,train
A5698,val_tune
A5699,train
A5700,val_select
A5701,test
A5702,val_tune
A5703,train
A5704,val_select
A5705,val_tune
A5706,test
A5707,test
A5708,val_select
A5709,test
A5710,train
A5711,train
A5712,test
A5713,val_tune
A5714,train
A5715,train
A5716,val_select
A5717,val_tune
A5718,val_select
A5719,val_select
A5720,test
A5721,val_tune
A5722,train
A5723,val_select
A5724,train
A5725,test
A5726,val_tune
A5727,test
A5728,val_tune
A5729,train
A5730,train
A5731,test
A5732,val_tune
A5733,test
A5734,val_tune
A5735,train
A5736,val_tune
A5737,val_select
A5738,val_select
A5739,train
A5740,val_select
A5741,test
A5742,test
A5743,val_tune
A5744,train
A5745,val_tune
A5746,val_select
A5747,val_select
A5748,test
A5749,val_select
A5750,test
A5751,train
A5752,train
A5753,train
A5754,test
A5755,val_tune
A5756,test
A5757,train
A5758,val_tune
A5759,train
A5760,train
A5761,val_select
A5762,train
A5763,val_tune
A5764,val_tune
A5765,train
A5766,val_tune
A5767,val_select
A5768,val_tune
A5769,train
A5770,train
A5771,test
A5772,val_select
A5773,val_select
A5774,test
A5775,train
A5776,val_select
A5777,test
A5778,val_select
A5779,val_select
A5780,test
A5781,train
A5782,train
A5783,train
A5784,val_tune
A5785,test
A5786,val_tune
A5787,val_select
A5788,test
A5789,val_tune
A5790,test
A5791,train
A5792,test
A5793,train
A5794,train
A5795,train
A5796,val_tune
A5797,val_select
A5798,val_tune
A5799,train
A5800,train
A5801,train
A5802,val_tune
A5803,val_select
A5804,test
A5805,val_tune
A5806,test
A5807,train
A5808,train
A5809,train
A5810,train
A5811,val_tune
A5812,train
A5813,train
A5814,val_tune
A5815,train
A5816,train
A5817,val_select
A5818,val_tune
A5819,val_select
A5820,val_select
A5821,val_select
A5822,train
A5823,train
A5824,test
A5825,val_select
A5826,val_select
A5827,val_select
A5828,train
A5829,test
A5830,test
A5831,val_tune
A5832,val_tune
A5833,test
A5834,train
A5835,test
A5836,test
A5837,val_tune
A5838,test
A5839,val_tune
A5840,val_select
A5841,train
A5842,val_select
A5843,train
A5844,val_select
A5845,train
A5846,test
A5847,val_tune
A5848,train
A5849,train
A5850,test
A5851,test
A5852,train
A5853,val_tune
A5854,val_tune
A5855,train
A5856,val_select
A5857,val_select
A5858,test
A5859,val_tune
A5860,train
A5861,train
A5862,val_tune
A5863,val_select
A5864,train
A5865,train
A5866,val_select
A5867,test
A5868,val_tune
A5869,val_select
A5870,val_select
A5871,val_select
A5872,train
A5873,test
A5874,train
A5875,test
A5876,train
A5877,val_tune
A5878,val_tune
A5879,val_select
A5880,val_tune
A5881,test
A5882,test
A5883,test
A5884,val_select
A5885,train
A5886,val_select
A5887,val_select
A5888,test
A5889,val_tune
A5890,val_tune
A5891,val_tune
A5892,train
A5893,test
A5894,train
A5895,train
A5896,train
A5897,val_tune
A5898,val_select
A5899,test
A5900,train
A5901,val_tune
A5902,val_tune
A5903,val_select
A5904,test
A5905,train
A5906,val_select
A5907,val_select
A5908,val_tune
A5909,val_select
A5910,val_select
A5911,train
A5912,test
A5913,test
A5914,train
A5915,val_tune
A5916,val_tune
A5917,test
A5918,test
A5919,val_tune
A5920,train
A5921,train
A5922,test
A5923,val_tune
A5924,val_tune
A5925,val_select
A5926,val_tune
A5927,val_select
A5928,train
A5929,train
A5930,train
A5931,val_select
A5932,val_select
A5933,train
A5934,val_select
A5935,test
A5936,val_tune
A5937,test
A5938,val_select
A5939,train
A5940,val_tune
A5941,train
A5942,test
A5943,train
A5944,val_select
A5945,test
A5946,train
A5947,val_select
A5948,test
A5949,train
A5950,test
A5951,val_tune
A5952,train
A5953,val_select
A5954,val_select
A5955,val_tune
A5956,test
A5957,test
A5958,val_select
A5959,train
A5960,test
A5961,test
A5962,val_tune
A5963,val_tune
A5964,train
A5965,test
A5966,val_tune
A5967,train
A5968,train
A5969,train
A5970,val_select
A5971,train
A5972,train
A5973,val_tune
A5974,train
A5975,train
A5976,test
A5977,train
A5978,train
A5979,val_select
A5980,test
A5981,val_select
A5982,test
A5983,val_tune
A5984,val_tune
A5985,val_select
A5986,train
A5987,val_select
A5988,val_tune
A5989,val_tune
A5990,train
A5991,val_select
A5992,test
A5993,test
A5994,test
A5995,val_select
A5996,test
A5997,train
A5998,val_tune
A5999,val_select
A6000,test
A6001,test
A6002,train
A6003,train
A6004,val_select
A6005,test
A6006,val_tune
A6007,val_select
A6008,val_tune
A6009,train
A6010,train
A6011,test
A6012,val_tune
A6013,train
A6014,train
A6015,val_tune
A6016,train
A6017,val_tune
A6018,val_select
A6019,val_tune
A6020,val_select
A6021,test
A6022,val_tune
A6023,train
A6024,train
A6025,val_select
A6026,val_tune
A6027,val_select
A6028,test
A6029,val_select
A6030,train
A6031,train
A6032,test
A6033,test
A6034,val_tune
A6035,train
A6036,train
A6037,val_select
A6038,train
A6039,test
A6040,train
A6041,val_select
A6042,val_select
A6043,train
A6044,val_tune
A6045,val_tune
A6046,test
A6047,val_select
A6048,train
A6049,test
A6050,val_tune
A6051,val_select
A6052,test
A6053,val_select
A6054,val_select
A6055,val_tune
A6056,train
A6057,train
A6058,test
A6059,test
A6060,train
A6061,val_tune
A6062,val_tune
A6063,val_tune
A6064,val_tune
A6065,train
A6066,train
A6067,train
A6068,val_select
A6069,train
A6070,val_select
A6071,val_select
A6072,train
A6073,val_select
A6074,val_tune
A6075,train
A6076,val_select
A6077,test
A6078,test
A6079,val_tune
A6080,test
A6081,test
A6082,train
A6083,val_select
A6084,test
A6085,test
A6086,val_tune
A6087,train
A6088,train
A6089,val_select
A6090,test
A6091,train
A6092,train
A6093,test
A6094,val_select
A6095,train
A6096,val_tune
A6097,train
A6098,val_tune
A6099,train
A6100,train
A6101,val_tune
A6102,val_tune
A6103,val_select
A6104,test
A6105,val_tune
A6106,val_tune
A6107,test
A6108,val_tune
A6109,train
A6110,val_select
A6111,test
A6112,train
A6113,train
A6114,train
A6115,val_tune
A6116,train
A6117,val_select
A6118,val_select
A6119,val_select
A6120,test
A6121,train
A6122,test
A6123,val_tune
A6124,val_select
A6125,val_tune
A6126,val_select
A6127,train
A6128,val_select
A6129,train
A6130,test
A6131,test
A6132,test
A6133,val_tune
A6134,val_select
A6135,train
A6136,val_tune
A6137,train
A6138,train
A6139,train
A6140,train
A6141,val_tune
A6142,test
A6143,test
A6144,val_select
A6145,test
A6146,val_tune
A6147,train
A6148,train
A6149,train
A6150,val_tune
A6151,val_tune
A6152,train
A6153,val_select
A6154,train
A6155,train
A6156,train
A6157,val_select
A6158,test
A6159,val_tune
A6160,val_tune
A6161,train
A6162,val_select
A6163,val_select
A6164,val_select
A6165,test
A6166,val_select
A6167,test
A6168,train
A6169,train
A6170,train
A6171,val_select
A6172,val_tune
A6173,test
A6174,train
A6175,test
A6176,train
A6177,train
A6178,val_tune
A6179,val_tune
A6180,train
A6181,test
A6182,val_tune
A6183,val_select
A6184,train
A6185,train
A6186,val_select
A6187,val_select
A6188,test
A6189,val_select
A6190,val_tune
A6191,test
A6192,val_select
A6193,test
A6194,test
A6195,val_tune
A6196,train
A6197,train
A6198,test
A6199,val_tune
A6200,val_select
A6201,train
A6202,val_tune
A6203,train
A6204,train
A6205,train
A6206,val_tune
A6207,val_select
A6208,val_tune
A6209,test
A6210,train
A6211,train
A6212,val_tune
A6213,val_select
A6214,val_select
A6215,val_tune
A6216,train
A6217,test
A6218,train
A6219,train
A6220,train
A6221,test
A6222,val_select
A6223,train
A6224,val_select
A6225,test
A6226,train
A6227,val_tune
A6228,train
A6229,test
A6230,train
A6231,val_select
A6232,train
A6233,test
A6234,train
A6235,val_tune
A6236,val_select
A6237,train
A6238,val_select
A6239,test
A6240,val_tune
A6241,val_tune
A6242,train
A6243,val_select
A6244,test
A6245,test
A6246,val_tune
A6247,val_select
A6248,train
A6249,test
A6250,train
A6251,val_select
A6252,val_tune
A6253,train
A6254,train
A6255,val_select
A6256,val_tune
A6257,train
A6258,val_select
A6259,test
A6260,train
A6261,test
A6262,test
A6263,train
A6264,test
A6265,val_tune
A6266,val_tune
A6267,train
A6268,val_select
A6269,test
A6270,val_select
A6271,val_tune
A6272,val_tune
A6273,test
A6274,val_tune
A6275,test
A6276,test
A6277,val_select
A6278,val_tune
A6279,val_tune
A6280,val_select
A6281,train
A6282,test
A6283,val_tune
A6284,train
A6285,val_select
A6286,val_select
A6287,train
A6288,train
A6289,val_tune
A6290,val_tune
A6291,train
A6292,val_select
A6293,test
A6294,val_select
A6295,test
A6296,train
A6297,val_tune
A6298,test
A6299,train
A6300,train
A6301,test
A6302,train
A6303,val_select
A6304,val_tune
A6305,test
A6306,train
A6307,val_select
A6308,val_select
A6309,test
A6310,val_tune
A6311,train
A6312,val_select
A6313,train
A6314,val_tune
A6315,test
A6316,train
A6317,val_tune
A6318,train
A6319,test
A6320,train
A6321,val_tune
A6322,val_tune
A6323,val_select
A6324,train
A6325,val_select
A6326,val_select
A6327,train
A6328,train
A6329,test
A6330,test
A6331,val_tune
A6332,train
A6333,val_select
A6334,test
A6335,train
A6336,val_tune
A6337,test
A6338,train
A6339,val_tune
A6340,train
A6341,val_tune
A6342,test
A6343,val_select
A6344,train
A6345,test
A6346,train
A6347,train
A6348,val_tune
A6349,train
A6350,val_select
A6351,val_select
A6352,val_tune
A6353,val_select
A6354,train
A6355,test
A6356,val_tune
A6357,val_select
A6358,test
A6359,test
A6360,train
A6361,test
A6362,val_select
A6363,val_tune
A6364,test
A6365,train
A6366,val_tune
A6367,val_tune
A6368,val_select
A6369,test
A6370,val_select
A6371,train
A6372,train
A6373,val_select
A6374,val_select
A6375,test
A6376,test
A6377,train
A6378,val_tune
A6379,train
A6380,val_select
A6381,train
A6382,train
A6383,val_select
A6384,val_tune
A6385,train
A6386,val_tune
A6387,val_select
A6388,val_tune
A6389,val_select
A6390,test
A6391,test
A6392,test
A6393,test
A6394,train
A6395,val_tune
A6396,train
A6397,train
A6398,val_tune
A6399,val_tune
A6400,train
A6401,train
A6402,train
A6403,train
A6404,val_select
A6405,val_select
A6406,test
A6407,test
A6408,val_select
A6409,train
A6410,val_tune
A6411,val_tune
A6412,train
A6413,train
A6414,val_tune
A6415,val_tune
A6416,val_select
A6417,test
A6418,val_select
A6419,val_select
A6420,test
A6421,val_tune
A6422,train
A6423,test
A6424,val_tune
A6425,test
A6426,test
A6427,train
A6428,val_tune
A6429,val_select
A6430,val_select
A6431,val_tune
A6432,train
A6433,val_select
A6434,train
A6435,test
A6436,val_select
A6437,val_select
A6438,val_tune
A6439,test
A6440,train
A6441,val_select
A6442,val_select
A6443,test
A6444,train
A6445,test
A6446,val_tune
A6447,val_tune
A6448,test
A6449,train
A6450,val_tune
A6451,val_tune
A6452,train
A6453,val_tune
A6454,test
A6455,val_select
A6456,val_select
A6457,train
A6458,val_tune
A6459,val_tune
A6460,train
A6461,val_select
A6462,test
A6463,val_select
A6464,train
A6465,val_tune
A6466,val_select
A6467,test
A6468,val_select
A6469,train
A6470,test
A6471,train
A6472,test
A6473,train
A6474,train
A6475,train
A6476,val_tune
A6477,val_select
A6478,train
A6479,val_select
A6480,test
A6481,val_select
A6482,test
A6483,train
A6484,test
A6485,val_select
A6486,train
A6487,test
A6488,train
A6489,val_tune
A6490,train
A6491,test
A6492,val_tune
A6493,train
A6494,val_select
A6495,val_select
A6496,val_tune
A6497,test
A6498,test
A6499,val_tune
A6500,train
A6501,val_tune
A6502,train
A6503,val_select
A6504,train
A6505,val_tune
A6506,val_select
A6507,test
A6508,test
A6509,val_tune
A6510,train
A6511,train
A6512,val_tune
A6513,val_select
A6514,test
A6515,val_select
A6516,val_tune
A6517,train
A6518,val_select
A6519,val_select
A6520,val_tune
A6521,val_tune
A6522,val_select
A6523,test
A6524,val_tune
A6525,train
A6526,test
A6527,train
A6528,train
A6529,train
A6530,val_tune
A6531,val_select
A6532,test
A6533,test
A6534,train
A6535,val_select
A6536,test
A6537,val_tune
A6538,test
A6539,val_select
A6540,train
A6541,val_tune
A6542,train
A6543,train
A6544,train
A6545,val_tune
A6546,test
A6547,val_select
A6548,val_select
A6549,val_select
A6550,val_select
A6551,train
A6552,val_tune
A6553,train
A6554,test
A6555,test
A6556,val_tune
A6557,test
A6558,test
A6559,val_tune
A6560,train
A6561,val_tune
A6562,train
A6563,train
A6564,val_tune
A6565,val_select
